Time: 1768248974.3003762, Power: 10.0, Energy: 0.0, DeltaCO2: 0.0, TotalCO2: 0.0
Time: 1768288180.7209702, Power: 10.0, Energy: 2.7923193242814806e-06, DeltaCO2: 1.3263516790337033e-06, TotalCO2: 0.0032437858851845102
Time: 1768288181.7261379, Power: 10.0, Energy: 2.792132563061184e-06, DeltaCO2: 1.3262629674540623e-06, TotalCO2: 0.0032451121481519643
Time: 1768288182.7300632, Power: 10.0, Energy: 2.7886814541286892e-06, DeltaCO2: 1.3246236907111273e-06, TotalCO2: 0.0032464367718426754
Time: 1768288183.7335246, Power: 10.0, Energy: 2.787392669253879e-06, DeltaCO2: 1.3240115178955924e-06, TotalCO2: 0.003247760783360571
Time: 1768288184.7371175, Power: 10.0, Energy: 2.7877582444085015e-06, DeltaCO2: 1.3241851660940382e-06, TotalCO2: 0.003249084968526665
Time: 1768288185.7409713, Power: 10.0, Energy: 2.788482771979438e-06, DeltaCO2: 1.324529316690233e-06, TotalCO2: 0.003250409497843355
Time: 1768288186.7451997, Power: 10.0, Energy: 2.7895232041676838e-06, DeltaCO2: 1.3250235219796498e-06, TotalCO2: 0.0032517345213653346
Time: 1768288187.749906, Power: 10.0, Energy: 2.7908510631985135e-06, DeltaCO2: 1.3256542550192938e-06, TotalCO2: 0.003253060175620354
Time: 1768288188.755258, Power: 10.0, Energy: 2.7926445007324216e-06, DeltaCO2: 1.3265061378479002e-06, TotalCO2: 0.003254386681758202
Time: 1768288189.7590258, Power: 10.0, Energy: 2.7882436911265057e-06, DeltaCO2: 1.3244157532850902e-06, TotalCO2: 0.0032557110975114873
Time: 1768288190.7614985, Power: 10.0, Energy: 2.7846462196773956e-06, DeltaCO2: 1.3227069543467629e-06, TotalCO2: 0.003257033804465834
Time: 1768288191.7644806, Power: 10.0, Energy: 2.786061498853896e-06, DeltaCO2: 1.3233792119556005e-06, TotalCO2: 0.00325835718367779
Time: 1768288192.7680297, Power: 45.0, Energy: 1.2544363737106323e-05, DeltaCO2: 5.958572775125503e-06, TotalCO2: 0.0032643157564529153
Time: 1768288193.855973, Power: 10.0, Energy: 3.022064765294393e-06, DeltaCO2: 1.4354807635148366e-06, TotalCO2: 0.00326575123721643
Time: 1768288194.8616223, Power: 10.0, Energy: 2.7934703561994763e-06, DeltaCO2: 1.3268984191947511e-06, TotalCO2: 0.0032670781356356248
Time: 1768288195.8656094, Power: 10.0, Energy: 2.7888529830508765e-06, DeltaCO2: 1.3247051669491664e-06, TotalCO2: 0.003268402840802574
Time: 1768288196.8695314, Power: 10.0, Energy: 2.7886721822950573e-06, DeltaCO2: 1.3246192865901523e-06, TotalCO2: 0.0032697274600891643
Time: 1768288197.872815, Power: 42.09, Energy: 1.1730056262016297e-05, DeltaCO2: 5.571776724457741e-06, TotalCO2: 0.003275299236813622
Time: 1768288198.8779652, Power: 10.0, Energy: 2.7920842170715334e-06, DeltaCO2: 1.3262400031089783e-06, TotalCO2: 0.0032766254768167307
Time: 1768288199.8873756, Power: 45.0, Energy: 1.2617629766464234e-05, DeltaCO2: 5.993374139070511e-06, TotalCO2: 0.0032826188509558012
Time: 1768288200.9211602, Power: 10.0, Energy: 2.8716239664289685e-06, DeltaCO2: 1.36402138405376e-06, TotalCO2: 0.003283982872339855
Time: 1768288201.9246957, Power: 10.0, Energy: 2.7875986364152697e-06, DeltaCO2: 1.324109352297253e-06, TotalCO2: 0.003285306981692152
Time: 1768288202.928203, Power: 10.0, Energy: 2.787520488103231e-06, DeltaCO2: 1.3240722318490346e-06, TotalCO2: 0.003286631053924001
Time: 1768288203.935253, Power: 45.0, Energy: 1.2588122487068176e-05, DeltaCO2: 5.979358181357383e-06, TotalCO2: 0.0032926104121053586
Time: 1768288204.9678047, Power: 10.0, Energy: 2.8681993484497072e-06, DeltaCO2: 1.3623946905136108e-06, TotalCO2: 0.0032939728067958723
Time: 1768288205.9698536, Power: 10.0, Energy: 2.783469359079997e-06, DeltaCO2: 1.3221479455629984e-06, TotalCO2: 0.0032952949547414355
Time: 1768288206.9719818, Power: 10.0, Energy: 2.783689233991835e-06, DeltaCO2: 1.3222523861461215e-06, TotalCO2: 0.0032966172071275815
Time: 1768288207.9770215, Power: 10.0, Energy: 2.7917769220140248e-06, DeltaCO2: 1.3260940379566616e-06, TotalCO2: 0.003297943301165538
Time: 1768288208.9871957, Power: 10.0, Energy: 2.8060396512349448e-06, DeltaCO2: 1.3328688343365986e-06, TotalCO2: 0.0032992761699998747
Time: 1768288209.995254, Power: 45.0, Energy: 1.260072886943817e-05, DeltaCO2: 5.98534621298313e-06, TotalCO2: 0.003305261516212858
Time: 1768288211.013128, Power: 45.0, Energy: 1.2723425030708311e-05, DeltaCO2: 6.043626889586448e-06, TotalCO2: 0.0033113051431024445
Time: 1768288212.0193117, Power: 10.0, Energy: 2.7949545118543833e-06, DeltaCO2: 1.327603393130832e-06, TotalCO2: 0.0033126327464955752
Time: 1768288213.029217, Power: 45.0, Energy: 1.2623816728591918e-05, DeltaCO2: 5.996312946081161e-06, TotalCO2: 0.0033186290594416565
Time: 1768288214.037934, Power: 45.0, Energy: 1.2608963251113891e-05, DeltaCO2: 5.989257544279098e-06, TotalCO2: 0.0033246183169859354
Time: 1768288215.0519176, Power: 10.0, Energy: 2.8166208002302383e-06, DeltaCO2: 1.3378948801093632e-06, TotalCO2: 0.003325956211866045
Time: 1768288216.0568602, Power: 10.0, Energy: 2.7915073765648735e-06, DeltaCO2: 1.3259660038683148e-06, TotalCO2: 0.0033272821778699132
Time: 1768288217.0631418, Power: 10.0, Energy: 2.795226706398858e-06, DeltaCO2: 1.3277326855394576e-06, TotalCO2: 0.003328609910555453
Time: 1768288218.0678196, Power: 10.0, Energy: 2.7907715903388133e-06, DeltaCO2: 1.3256165054109362e-06, TotalCO2: 0.0033299355270608637
Time: 1768288219.0708508, Power: 10.0, Energy: 2.786197927263048e-06, DeltaCO2: 1.3234440154499477e-06, TotalCO2: 0.0033312589710763137
Time: 1768288220.073745, Power: 10.0, Energy: 2.785817119810316e-06, DeltaCO2: 1.3232631319099002e-06, TotalCO2: 0.0033325822342082237
Time: 1768288221.0767953, Power: 45.0, Energy: 1.2538129091262817e-05, DeltaCO2: 5.955611318349837e-06, TotalCO2: 0.0033385378455265736
Time: 1768288222.082148, Power: 10.0, Energy: 2.7926464875539146e-06, DeltaCO2: 1.3265070815881095e-06, TotalCO2: 0.0033398643526081615
Time: 1768288222.83889, Power: 40.62, Energy: 0.0, DeltaCO2: 0.0, TotalCO2: 0.0
Time: 1768288245.1088357, Power: 10.0, Energy: 0.0, DeltaCO2: 0.0, TotalCO2: 0.0
Time: 1768288246.1170573, Power: 10.0, Energy: 2.800615628560384e-06, DeltaCO2: 1.3302924235661824e-06, TotalCO2: 1.3302924235661824e-06
Time: 1768288247.1219301, Power: 10.0, Energy: 2.7913133303324385e-06, DeltaCO2: 1.3258738319079083e-06, TotalCO2: 2.6561662554740904e-06
Time: 1768288248.1259267, Power: 10.0, Energy: 2.7888794740041098e-06, DeltaCO2: 1.324717750151952e-06, TotalCO2: 3.980884005626043e-06
Time: 1768288249.1335216, Power: 45.0, Energy: 1.2594935297966002e-05, DeltaCO2: 5.98259426653385e-06, TotalCO2: 9.963478272159892e-06
Time: 1768288250.1481192, Power: 10.0, Energy: 2.818326817618476e-06, DeltaCO2: 1.338705238368776e-06, TotalCO2: 1.1302183510528668e-05
Time: 1768288251.1513486, Power: 10.0, Energy: 2.7867482768164743e-06, DeltaCO2: 1.3237054314878252e-06, TotalCO2: 1.2625888942016494e-05
Time: 1768288252.1559644, Power: 10.0, Energy: 2.790599399142795e-06, DeltaCO2: 1.3255347145928275e-06, TotalCO2: 1.3951423656609322e-05
Time: 1768288253.1607947, Power: 10.0, Energy: 2.791195445590549e-06, DeltaCO2: 1.3258178366555107e-06, TotalCO2: 1.527724149326483e-05
Time: 1768288254.1682436, Power: 45.0, Energy: 1.2593111395835877e-05, DeltaCO2: 5.981727913022041e-06, TotalCO2: 2.125896940628687e-05
Time: 1768288255.180877, Power: 45.0, Energy: 1.265791654586792e-05, DeltaCO2: 6.0125103592872615e-06, TotalCO2: 2.727147976557413e-05
Time: 1768288256.2169728, Power: 40.0, Energy: 1.1512176195780436e-05, DeltaCO2: 5.468283692995707e-06, TotalCO2: 3.273976345856984e-05
Time: 1768288257.223096, Power: 10.0, Energy: 2.7947862943013506e-06, DeltaCO2: 1.3275234897931415e-06, TotalCO2: 3.4067286948362984e-05
Time: 1768288258.2264283, Power: 10.0, Energy: 2.787034379111396e-06, DeltaCO2: 1.323841330077913e-06, TotalCO2: 3.5391128278440896e-05
Time: 1768288259.2317934, Power: 45.0, Energy: 1.2567064166069029e-05, DeltaCO2: 5.969355478882788e-06, TotalCO2: 4.1360483757323686e-05
Time: 1768288260.2438948, Power: 10.0, Energy: 2.8113928106096056e-06, DeltaCO2: 1.3354115850395625e-06, TotalCO2: 4.269589534236325e-05
Time: 1768288261.247573, Power: 45.0, Energy: 1.2545976042747497e-05, DeltaCO2: 5.959338620305061e-06, TotalCO2: 4.865523396266831e-05
Time: 1768288262.2517924, Power: 10.0, Energy: 2.789498700035943e-06, DeltaCO2: 1.3250118825170729e-06, TotalCO2: 4.998024584518538e-05
Time: 1768288263.2566104, Power: 10.0, Energy: 2.791161007351345e-06, DeltaCO2: 1.325801478491889e-06, TotalCO2: 5.130604732367727e-05
Time: 1768288264.260502, Power: 10.0, Energy: 2.788588073518541e-06, DeltaCO2: 1.324579334921307e-06, TotalCO2: 5.263062665859858e-05
Time: 1768288265.264796, Power: 10.0, Energy: 2.789705329471164e-06, DeltaCO2: 1.325110031498803e-06, TotalCO2: 5.395573669009738e-05
Time: 1768288266.2683728, Power: 10.0, Energy: 2.787713209788005e-06, DeltaCO2: 1.3241637746493023e-06, TotalCO2: 5.527990046474668e-05
Time: 1768288267.2772927, Power: 10.0, Energy: 2.8025554286109074e-06, DeltaCO2: 1.331213828590181e-06, TotalCO2: 5.661111429333686e-05
Time: 1768288268.28144, Power: 10.0, Energy: 2.789298031065199e-06, DeltaCO2: 1.3249165647559695e-06, TotalCO2: 5.793603085809283e-05
Time: 1768288269.2853942, Power: 10.0, Energy: 2.788761589262221e-06, DeltaCO2: 1.3246617548995549e-06, TotalCO2: 5.926069261299238e-05
Time: 1768288270.2894967, Power: 10.0, Energy: 2.7891735235850017e-06, DeltaCO2: 1.3248574237028758e-06, TotalCO2: 6.058555003669526e-05
Time: 1768288271.2941072, Power: 10.0, Energy: 2.7905848291185168e-06, DeltaCO2: 1.3255277938312955e-06, TotalCO2: 6.191107783052655e-05
Time: 1768288272.3016236, Power: 45.0, Energy: 1.2593954801559447e-05, DeltaCO2: 5.982128530740737e-06, TotalCO2: 6.789320636126729e-05
Time: 1768288273.3361042, Power: 10.0, Energy: 2.873557143741184e-06, DeltaCO2: 1.3649396432770623e-06, TotalCO2: 6.925814600454436e-05
Time: 1768288274.3436708, Power: 10.0, Energy: 2.798796362347073e-06, DeltaCO2: 1.3294282721148596e-06, TotalCO2: 7.058757427665922e-05
Time: 1768288275.3462832, Power: 10.0, Energy: 2.7850343121422664e-06, DeltaCO2: 1.3228912982675765e-06, TotalCO2: 7.191046557492679e-05
Time: 1768288276.3511872, Power: 45.0, Energy: 1.2561300396919249e-05, DeltaCO2: 5.966617688536643e-06, TotalCO2: 7.787708326346344e-05
Time: 1768288277.3796375, Power: 10.0, Energy: 2.8568062517378066e-06, DeltaCO2: 1.3569829695754581e-06, TotalCO2: 7.923406623303889e-05
Time: 1768288278.385198, Power: 10.0, Energy: 2.793223990334405e-06, DeltaCO2: 1.3267813954088424e-06, TotalCO2: 8.056084762844774e-05
Time: 1768288279.390165, Power: 10.0, Energy: 2.7915749284956195e-06, DeltaCO2: 1.3259980910354192e-06, TotalCO2: 8.188684571948315e-05
Time: 1768288280.3951588, Power: 10.0, Energy: 2.7916491031646725e-06, DeltaCO2: 1.3260333240032194e-06, TotalCO2: 8.321287904348637e-05
Time: 1768288281.3991818, Power: 10.0, Energy: 2.788952986399333e-06, DeltaCO2: 1.324752668539683e-06, TotalCO2: 8.453763171202605e-05
Time: 1768288282.4035552, Power: 45.0, Energy: 1.2554666399955748e-05, DeltaCO2: 5.96346653997898e-06, TotalCO2: 9.050109825200504e-05
Time: 1768288283.4081748, Power: 10.0, Energy: 2.7906099955240885e-06, DeltaCO2: 1.325539747873942e-06, TotalCO2: 9.182663799987897e-05
Time: 1768288284.4127896, Power: 10.0, Energy: 2.7905967500474723e-06, DeltaCO2: 1.3255334562725492e-06, TotalCO2: 9.315217145615153e-05
Time: 1768288285.4162548, Power: 10.0, Energy: 2.7874032656351727e-06, DeltaCO2: 1.324016551176707e-06, TotalCO2: 9.447618800732823e-05
Time: 1768288286.4217238, Power: 10.0, Energy: 2.792969677183363e-06, DeltaCO2: 1.3266605966620974e-06, TotalCO2: 9.580284860399033e-05
Time: 1768288287.4262612, Power: 10.0, Energy: 2.79038151105245e-06, DeltaCO2: 1.3254312177499137e-06, TotalCO2: 9.712827982174024e-05
Time: 1768288288.4307115, Power: 10.0, Energy: 2.790139781104194e-06, DeltaCO2: 1.325316396024492e-06, TotalCO2: 9.845359621776473e-05
Time: 1768288289.4334211, Power: 10.0, Energy: 2.7853045198652478e-06, DeltaCO2: 1.3230196469359926e-06, TotalCO2: 9.977661586470072e-05
Time: 1768288290.4348378, Power: 10.0, Energy: 2.781713008880615e-06, DeltaCO2: 1.3213136792182922e-06, TotalCO2: 0.00010109792954391902
Time: 1768288291.4381094, Power: 10.0, Energy: 2.7868654992845326e-06, DeltaCO2: 1.3237611121601529e-06, TotalCO2: 0.00010242169065607918
Time: 1768288292.4424229, Power: 10.0, Energy: 2.7897596359252926e-06, DeltaCO2: 1.325135827064514e-06, TotalCO2: 0.00010374682648314369
Time: 1768288293.445576, Power: 10.0, Energy: 2.786536349190606e-06, DeltaCO2: 1.3236047658655378e-06, TotalCO2: 0.00010507043124900922
Time: 1768288294.4487054, Power: 10.0, Energy: 2.786470784081353e-06, DeltaCO2: 1.3235736224386427e-06, TotalCO2: 0.00010639400487144786
Time: 1768288295.452737, Power: 10.0, Energy: 2.788976828257243e-06, DeltaCO2: 1.3247639934221904e-06, TotalCO2: 0.00010771876886487005
Time: 1768288296.4559183, Power: 10.0, Energy: 2.7866144975026447e-06, DeltaCO2: 1.3236418863137563e-06, TotalCO2: 0.0001090424107511838
Time: 1768288297.4595609, Power: 10.0, Energy: 2.787895997365316e-06, DeltaCO2: 1.324250598748525e-06, TotalCO2: 0.00011036666134993233
Time: 1768288298.4647777, Power: 10.0, Energy: 2.792268991470337e-06, DeltaCO2: 1.32632777094841e-06, TotalCO2: 0.00011169298912088074
Time: 1768288299.4676776, Power: 10.0, Energy: 2.7858330143822564e-06, DeltaCO2: 1.3232706818315718e-06, TotalCO2: 0.00011301625980271232
Time: 1768288300.4723616, Power: 10.0, Energy: 2.790788809458415e-06, DeltaCO2: 1.325624684492747e-06, TotalCO2: 0.00011434188448720507
Time: 1768288301.4759073, Power: 10.0, Energy: 2.7876271141899955e-06, DeltaCO2: 1.3241228792402478e-06, TotalCO2: 0.00011566600736644532
Time: 1768288302.4792855, Power: 10.0, Energy: 2.7871615356869167e-06, DeltaCO2: 1.3239017294512854e-06, TotalCO2: 0.0001169899090958966
Time: 1768288303.4836051, Power: 10.0, Energy: 2.789776855044895e-06, DeltaCO2: 1.325144006146325e-06, TotalCO2: 0.00011831505310204293
Time: 1768288304.4855604, Power: 10.0, Energy: 2.7832090854644774e-06, DeltaCO2: 1.3220243155956268e-06, TotalCO2: 0.00011963707741763855
Time: 1768288305.4871132, Power: 10.0, Energy: 2.7820911672380237e-06, DeltaCO2: 1.3214933044380611e-06, TotalCO2: 0.00012095857072207662
Time: 1768288306.4924388, Power: 10.0, Energy: 2.792570988337199e-06, DeltaCO2: 1.3264712194601695e-06, TotalCO2: 0.00012228504194153678
Time: 1768288331.4151554, Power: 10.0, Energy: 0.0, DeltaCO2: 0.0, TotalCO2: 0.0
Time: 1768288332.4351835, Power: 45.0, Energy: 1.2750351428985596e-05, DeltaCO2: 6.056416928768158e-06, TotalCO2: 6.056416928768158e-06
Time: 1768288333.4785168, Power: 45.0, Energy: 1.3041666150093077e-05, DeltaCO2: 6.1947914212942115e-06, TotalCO2: 1.225120835006237e-05
Time: 1768288334.496763, Power: 45.0, Energy: 1.2728077173233033e-05, DeltaCO2: 6.045836657285691e-06, TotalCO2: 1.829704500734806e-05
Time: 1768288335.5042424, Power: 10.0, Energy: 2.7985539701249864e-06, DeltaCO2: 1.3293131358093684e-06, TotalCO2: 1.962635814315743e-05
Time: 1768288336.5104134, Power: 10.0, Energy: 2.794919411341349e-06, DeltaCO2: 1.3275867203871408e-06, TotalCO2: 2.095394486354457e-05
Time: 1768288337.5157404, Power: 10.0, Energy: 2.792574961980184e-06, DeltaCO2: 1.3264731069405873e-06, TotalCO2: 2.2280417970485158e-05
Time: 1768288338.5211477, Power: 10.0, Energy: 2.792798148261176e-06, DeltaCO2: 1.3265791204240586e-06, TotalCO2: 2.3606997090909215e-05
Time: 1768288339.5323033, Power: 10.0, Energy: 2.8087655703226725e-06, DeltaCO2: 1.3341636459032694e-06, TotalCO2: 2.4941160736812485e-05
Time: 1768288340.543162, Power: 10.0, Energy: 2.8079410394032797e-06, DeltaCO2: 1.3337719937165579e-06, TotalCO2: 2.6274932730529043e-05
Time: 1768288341.5467885, Power: 10.0, Energy: 2.7878509627448187e-06, DeltaCO2: 1.324229207303789e-06, TotalCO2: 2.759916193783283e-05
Time: 1768288342.551106, Power: 10.0, Energy: 2.7897708945804175e-06, DeltaCO2: 1.3251411749256983e-06, TotalCO2: 2.892430311275853e-05
Time: 1768288343.5612922, Power: 21.66, Energy: 6.077953608830769e-06, DeltaCO2: 2.8870279641946154e-06, TotalCO2: 3.181133107695314e-05
Time: 1768288344.5716598, Power: 45.0, Energy: 1.2629595398902892e-05, DeltaCO2: 5.999057814478874e-06, TotalCO2: 3.7810388891432016e-05
Time: 1768288345.5830743, Power: 10.0, Energy: 2.8094847997029624e-06, DeltaCO2: 1.3345052798589072e-06, TotalCO2: 3.914489417129092e-05
Time: 1768288346.5861895, Power: 45.0, Energy: 1.2538939714431763e-05, DeltaCO2: 5.955996364355087e-06, TotalCO2: 4.510089053564601e-05
Time: 1768288347.628522, Power: 10.0, Energy: 2.895367807812161e-06, DeltaCO2: 1.3752997087107765e-06, TotalCO2: 4.647619024435679e-05
Time: 1768288348.6331813, Power: 10.0, Energy: 2.7907205952538385e-06, DeltaCO2: 1.3255922827455732e-06, TotalCO2: 4.780178252710236e-05
Time: 1768288349.6367068, Power: 10.0, Energy: 2.787570820914375e-06, DeltaCO2: 1.324096139934328e-06, TotalCO2: 4.912587866703669e-05
Time: 1768288350.6398213, Power: 10.0, Energy: 2.78642906083001e-06, DeltaCO2: 1.3235538038942548e-06, TotalCO2: 5.0449432470930945e-05
Time: 1768288351.6431744, Power: 10.0, Energy: 2.787091996934679e-06, DeltaCO2: 1.3238686985439725e-06, TotalCO2: 5.177330116947492e-05
Time: 1768288352.646656, Power: 10.0, Energy: 2.7874489625295003e-06, DeltaCO2: 1.3240382572015127e-06, TotalCO2: 5.309733942667643e-05
Time: 1768288353.650529, Power: 10.0, Energy: 2.7885357538859046e-06, DeltaCO2: 1.3245544830958047e-06, TotalCO2: 5.442189390977224e-05
Time: 1768288353.7099743, Power: 10.0, Energy: 0.0, DeltaCO2: 0.0, TotalCO2: 0.0
Time: 1768288354.655194, Power: 10.0, Energy: 2.7907364898257787e-06, DeltaCO2: 1.3255998326672448e-06, TotalCO2: 5.5747493742439485e-05
Time: 1768288354.7159731, Power: 10.0, Energy: 2.7944412496354847e-06, DeltaCO2: 1.3273595935768551e-06, TotalCO2: 1.3273595935768551e-06
Time: 1768288355.6595716, Power: 10.0, Energy: 2.7899377875857886e-06, DeltaCO2: 1.3252204491032495e-06, TotalCO2: 5.707271419154274e-05
Time: 1768288355.7203078, Power: 10.0, Energy: 2.7898185782962377e-06, DeltaCO2: 1.325163824690713e-06, TotalCO2: 2.652523418267568e-06
Time: 1768288356.6642866, Power: 10.0, Energy: 2.7908749050564236e-06, DeltaCO2: 1.325665579901801e-06, TotalCO2: 5.8398379771444536e-05
Time: 1768288356.7236571, Power: 10.0, Energy: 2.7870814005533855e-06, DeltaCO2: 1.323863665262858e-06, TotalCO2: 3.976387083530426e-06
Time: 1768288357.6707816, Power: 10.0, Energy: 2.7958194414774577e-06, DeltaCO2: 1.3280142347017924e-06, TotalCO2: 5.972639400614633e-05
Time: 1768288357.7301555, Power: 10.0, Energy: 2.7958287133110896e-06, DeltaCO2: 1.3280186388227675e-06, TotalCO2: 5.304405722353194e-06
Time: 1768288358.674287, Power: 10.0, Energy: 2.7875151899125843e-06, DeltaCO2: 1.3240697152084776e-06, TotalCO2: 6.10504637213548e-05
Time: 1768288358.7333827, Power: 10.0, Energy: 2.7867423163519965e-06, DeltaCO2: 1.3237026002671983e-06, TotalCO2: 6.628108322620392e-06
Time: 1768288359.6791198, Power: 10.0, Energy: 2.791202068328857e-06, DeltaCO2: 1.325820982456207e-06, TotalCO2: 6.237628470381101e-05
Time: 1768288359.7365768, Power: 10.0, Energy: 2.7866502602895103e-06, DeltaCO2: 1.3236588736375174e-06, TotalCO2: 7.951767196257909e-06
Time: 1768288360.6830685, Power: 10.0, Energy: 2.7887463569641112e-06, DeltaCO2: 1.3246545195579528e-06, TotalCO2: 6.370093922336896e-05
Time: 1768288360.7397718, Power: 10.0, Energy: 2.786652909384834e-06, DeltaCO2: 1.323660131957796e-06, TotalCO2: 9.275427328215706e-06
Time: 1768288361.6877015, Power: 10.0, Energy: 2.790647082858615e-06, DeltaCO2: 1.3255573643578422e-06, TotalCO2: 6.50264965877268e-05
Time: 1768288361.7437255, Power: 45.0, Energy: 1.2549421191215514e-05, DeltaCO2: 5.960975065827369e-06, TotalCO2: 1.5236402394043075e-05
Time: 1768288362.6934774, Power: 10.0, Energy: 2.7938220236036514e-06, DeltaCO2: 1.3270654612117342e-06, TotalCO2: 6.635356204893854e-05
Time: 1768288362.760386, Power: 10.0, Energy: 2.8240568108028835e-06, DeltaCO2: 1.3414269851313697e-06, TotalCO2: 1.6577829379174446e-05
Time: 1768288363.6981645, Power: 10.0, Energy: 2.7907974190182155e-06, DeltaCO2: 1.3256287740336522e-06, TotalCO2: 6.76791908229722e-05
Time: 1768288363.7653925, Power: 10.0, Energy: 2.791684865951538e-06, DeltaCO2: 1.3260503113269805e-06, TotalCO2: 1.7903879690501427e-05
Time: 1768288364.7022219, Power: 10.0, Energy: 2.7890483538309735e-06, DeltaCO2: 1.3247979680697123e-06, TotalCO2: 6.900398879104191e-05
Time: 1768288364.771065, Power: 10.0, Energy: 2.7935345967610677e-06, DeltaCO2: 1.3269289334615072e-06, TotalCO2: 1.9230808623962935e-05
Time: 1768288365.706046, Power: 10.0, Energy: 2.788400650024414e-06, DeltaCO2: 1.3244903087615965e-06, TotalCO2: 7.032847909980351e-05
Time: 1768288365.774603, Power: 45.0, Energy: 1.25442236661911e-05, DeltaCO2: 5.958506241440772e-06, TotalCO2: 2.5189314865403707e-05
Time: 1768288366.711217, Power: 10.0, Energy: 2.7921411726209855e-06, DeltaCO2: 1.326267056994968e-06, TotalCO2: 7.165474615679849e-05
Time: 1768288366.7837067, Power: 10.0, Energy: 2.8030660417344833e-06, DeltaCO2: 1.3314563698238794e-06, TotalCO2: 2.6520771235227588e-05
Time: 1768288367.7156172, Power: 45.0, Energy: 1.255500316619873e-05, DeltaCO2: 5.963626503944397e-06, TotalCO2: 7.761837266074288e-05
Time: 1768288367.7880304, Power: 45.0, Energy: 1.2554046511650084e-05, DeltaCO2: 5.963172093033789e-06, TotalCO2: 3.248394332826138e-05
Time: 1768288368.7307541, Power: 10.0, Energy: 2.819824881023831e-06, DeltaCO2: 1.3394168184863196e-06, TotalCO2: 7.89577894792292e-05
Time: 1768288368.8016438, Power: 10.0, Energy: 2.8155929512447783e-06, DeltaCO2: 1.3374066518412697e-06, TotalCO2: 3.3821349980102645e-05
Time: 1768288369.7380455, Power: 10.0, Energy: 2.7980314360724555e-06, DeltaCO2: 1.3290649321344163e-06, TotalCO2: 8.028685441136362e-05
Time: 1768288369.8049536, Power: 10.0, Energy: 2.7869714630974665e-06, DeltaCO2: 1.3238114449712964e-06, TotalCO2: 3.514516142507394e-05
Time: 1768288370.7473278, Power: 10.0, Energy: 2.803562084833781e-06, DeltaCO2: 1.331691990296046e-06, TotalCO2: 8.161854640165967e-05
Time: 1768288370.812187, Power: 10.0, Energy: 2.797870503531562e-06, DeltaCO2: 1.328988489177492e-06, TotalCO2: 3.647414991425143e-05
Time: 1768288371.7512097, Power: 10.0, Energy: 2.7885609202914767e-06, DeltaCO2: 1.3245664371384515e-06, TotalCO2: 8.294311283879811e-05
Time: 1768288371.815166, Power: 10.0, Energy: 2.7860528892940945e-06, DeltaCO2: 1.323375122414695e-06, TotalCO2: 3.7797525036666125e-05
Time: 1768288372.7592547, Power: 45.0, Energy: 1.26005619764328e-05, DeltaCO2: 5.985266938805579e-06, TotalCO2: 8.892837977760369e-05
Time: 1768288372.8188717, Power: 45.0, Energy: 1.2546321749687196e-05, DeltaCO2: 5.959502831101418e-06, TotalCO2: 4.375702786776754e-05
Time: 1768288373.7963672, Power: 10.0, Energy: 2.8808679845598012e-06, DeltaCO2: 1.3684122926659056e-06, TotalCO2: 9.029679207026959e-05
Time: 1768288373.8464215, Power: 10.0, Energy: 2.8543048434787327e-06, DeltaCO2: 1.3557948006523979e-06, TotalCO2: 4.511282266841994e-05
Time: 1768288374.8006635, Power: 10.0, Energy: 2.7897119522094724e-06, DeltaCO2: 1.3251131772994993e-06, TotalCO2: 9.16219052475691e-05
Time: 1768288374.8566494, Power: 45.0, Energy: 1.2627848982810973e-05, DeltaCO2: 5.998228266835212e-06, TotalCO2: 5.111105093525515e-05
Time: 1768288375.8055923, Power: 45.0, Energy: 1.2561610341072083e-05, DeltaCO2: 5.966764912009239e-06, TotalCO2: 9.758867015957833e-05
Time: 1768288375.8696694, Power: 45.0, Energy: 1.2662750482559203e-05, DeltaCO2: 6.0148064792156214e-06, TotalCO2: 5.7125857414470775e-05
Time: 1768288376.8589957, Power: 45.0, Energy: 1.3167542219161986e-05, DeltaCO2: 6.254582554101943e-06, TotalCO2: 0.00010384325271368028
Time: 1768288376.9040744, Power: 45.0, Energy: 1.2930062413215636e-05, DeltaCO2: 6.1417796462774264e-06, TotalCO2: 6.32676370607482e-05
Time: 1768288377.9362118, Power: 45.0, Energy: 1.3465201854705811e-05, DeltaCO2: 6.39597088098526e-06, TotalCO2: 0.00011023922359466554
Time: 1768288377.9362118, Power: 45.0, Energy: 1.2901717424392699e-05, DeltaCO2: 6.128315776586532e-06, TotalCO2: 6.939595283733473e-05
Time: 1768288379.0652287, Power: 45.0, Energy: 1.411271095275879e-05, DeltaCO2: 6.703537702560425e-06, TotalCO2: 0.00011694276129722596
Time: 1768288379.0767665, Power: 45.0, Energy: 1.4256933331489562e-05, DeltaCO2: 6.7720433324575416e-06, TotalCO2: 7.616799616979228e-05
Time: 1768288380.1444204, Power: 10.0, Energy: 2.9977546797858348e-06, DeltaCO2: 1.4239334728982714e-06, TotalCO2: 0.00011836669477012423
Time: 1768288380.1629312, Power: 10.0, Energy: 3.017124202516344e-06, DeltaCO2: 1.4331339961952633e-06, TotalCO2: 7.760113016598754e-05
Time: 1768288381.1491387, Power: 10.0, Energy: 2.7908841768900555e-06, DeltaCO2: 1.3256699840227763e-06, TotalCO2: 0.000119692364754147
