Time: 1768248974.3003762, Power: 10.0, Energy: 0.0, DeltaCO2: 0.0, TotalCO2: 0.0
Time: 1768299592.0538993, Power: 10.0, Energy: 2.7863085269927977e-06, DeltaCO2: 1.323496550321579e-06, TotalCO2: 0.0021436271270392176
Time: 1768299593.0580442, Power: 10.0, Energy: 2.7892914083268906e-06, DeltaCO2: 1.324913418955273e-06, TotalCO2: 0.0021449520404581727
Time: 1768299594.062133, Power: 36.25, Energy: 1.0110617180665334e-05, DeltaCO2: 4.802543160816033e-06, TotalCO2: 0.002149754583618989
Time: 1768299595.0651567, Power: 10.0, Energy: 2.786176734500461e-06, DeltaCO2: 1.323433948887719e-06, TotalCO2: 0.0021510780175678767
Time: 1768299596.0700517, Power: 10.0, Energy: 2.791374921798706e-06, DeltaCO2: 1.3259030878543854e-06, TotalCO2: 0.002152403920655731
Time: 1768299597.078966, Power: 10.0, Energy: 2.8025395340389676e-06, DeltaCO2: 1.3312062786685095e-06, TotalCO2: 0.0021537351269343996
Time: 1768299598.0827875, Power: 10.0, Energy: 2.788393365012275e-06, DeltaCO2: 1.3244868483808306e-06, TotalCO2: 0.00215505961378278
Time: 1768299599.0896409, Power: 10.0, Energy: 2.7968148390452068e-06, DeltaCO2: 1.3284870485464731e-06, TotalCO2: 0.0021563881008313268
Time: 1768299600.0965436, Power: 10.0, Energy: 2.7969519297281905e-06, DeltaCO2: 1.3285521666208904e-06, TotalCO2: 0.0021577166529979474
Time: 1768299601.100677, Power: 10.0, Energy: 2.7892596191830107e-06, DeltaCO2: 1.32489831911193e-06, TotalCO2: 0.0021590415513170593
Time: 1768299602.104744, Power: 10.0, Energy: 2.7890748447842067e-06, DeltaCO2: 1.3248105512724982e-06, TotalCO2: 0.0021603663618683317
Time: 1768299603.109149, Power: 24.0, Energy: 6.696033477783203e-06, DeltaCO2: 3.1806159019470214e-06, TotalCO2: 0.0021635469777702785
Time: 1768299604.113396, Power: 10.0, Energy: 2.7895748615264895e-06, DeltaCO2: 1.3250480592250825e-06, TotalCO2: 0.0021648720258295034
Time: 1768299605.119286, Power: 10.0, Energy: 2.7941392527686224e-06, DeltaCO2: 1.3272161450650955e-06, TotalCO2: 0.0021661992419745686
Time: 1768299606.123668, Power: 36.25, Energy: 1.0113567693365943e-05, DeltaCO2: 4.803944654348823e-06, TotalCO2: 0.0021710031866289175
Time: 1768299607.1294124, Power: 10.0, Energy: 2.793734603457981e-06, DeltaCO2: 1.327023936642541e-06, TotalCO2: 0.00217233021056556
Time: 1768299608.1328511, Power: 10.0, Energy: 2.78732975323995e-06, DeltaCO2: 1.323981632788976e-06, TotalCO2: 0.002173654192198349
Time: 1768299609.138911, Power: 10.0, Energy: 2.794610791736179e-06, DeltaCO2: 1.3274401260746849e-06, TotalCO2: 0.0021749816323244236
Time: 1768299610.143091, Power: 10.0, Energy: 2.7893887625800236e-06, DeltaCO2: 1.324959662225511e-06, TotalCO2: 0.002176306591986649
Time: 1768299611.1490524, Power: 10.0, Energy: 2.794337272644043e-06, DeltaCO2: 1.3273102045059204e-06, TotalCO2: 0.002177633902191155
Time: 1768299612.1536784, Power: 10.0, Energy: 2.7906278769175212e-06, DeltaCO2: 1.3255482415358225e-06, TotalCO2: 0.002178959450432691
Time: 1768299613.159542, Power: 10.0, Energy: 2.7940657403733995e-06, DeltaCO2: 1.3271812266773647e-06, TotalCO2: 0.0021802866316593685
Time: 1768299614.166007, Power: 10.0, Energy: 2.795735994974772e-06, DeltaCO2: 1.3279745976130167e-06, TotalCO2: 0.0021816146062569814
Time: 1768299615.1701298, Power: 10.0, Energy: 2.789229816860623e-06, DeltaCO2: 1.3248841630087959e-06, TotalCO2: 0.0021829394904199903
Time: 1768299616.174039, Power: 10.0, Energy: 2.788636419508192e-06, DeltaCO2: 1.3246022992663912e-06, TotalCO2: 0.0021842640927192567
Time: 1768299617.1783867, Power: 10.0, Energy: 2.789855003356934e-06, DeltaCO2: 1.3251811265945436e-06, TotalCO2: 0.0021855892738458513
Time: 1768299618.18083, Power: 10.0, Energy: 2.784564759996202e-06, DeltaCO2: 1.3226682609981958e-06, TotalCO2: 0.0021869119421068497
Time: 1768299619.1841972, Power: 10.0, Energy: 2.7871310710906983e-06, DeltaCO2: 1.3238872587680817e-06, TotalCO2: 0.0021882358293656176
Time: 1768299620.1877923, Power: 10.0, Energy: 2.7877642048729792e-06, DeltaCO2: 1.324187997314665e-06, TotalCO2: 0.0021895600173629324
Time: 1768299621.1917412, Power: 10.0, Energy: 2.7887470192379422e-06, DeltaCO2: 1.3246548341380226e-06, TotalCO2: 0.0021908846721970703
Time: 1768299622.196318, Power: 10.0, Energy: 2.790490786234538e-06, DeltaCO2: 1.3254831234614055e-06, TotalCO2: 0.0021922101553205316
Time: 1768299623.199706, Power: 10.0, Energy: 2.787189351187812e-06, DeltaCO2: 1.3239149418142107e-06, TotalCO2: 0.002193534070262346
Time: 1768299624.202948, Power: 27.5, Energy: 7.663654287656148e-06, DeltaCO2: 3.64023578663667e-06, TotalCO2: 0.0021971743060489827
Time: 1768299625.2061405, Power: 10.0, Energy: 2.786645624372694e-06, DeltaCO2: 1.3236566715770297e-06, TotalCO2: 0.0021984979627205597
Time: 1768299626.210298, Power: 10.0, Energy: 2.7893265088399252e-06, DeltaCO2: 1.3249300916989644e-06, TotalCO2: 0.0021998228928122587
Time: 1768299627.213916, Power: 10.0, Energy: 2.7878277831607396e-06, DeltaCO2: 1.3242181970013512e-06, TotalCO2: 0.00220114711100926
Time: 1768299628.2177627, Power: 10.0, Energy: 2.7884629037645127e-06, DeltaCO2: 1.3245198792881434e-06, TotalCO2: 0.002202471630888548
Time: 1768299629.2209969, Power: 10.0, Energy: 2.786761522293091e-06, DeltaCO2: 1.3237117230892182e-06, TotalCO2: 0.002203795342611637
Time: 1768299630.2249722, Power: 10.0, Energy: 2.788820531633165e-06, DeltaCO2: 1.3246897525257534e-06, TotalCO2: 0.002205120032364163
Time: 1768299631.2289486, Power: 10.0, Energy: 2.7888231807284887e-06, DeltaCO2: 1.324691010846032e-06, TotalCO2: 0.0022064447233750093
Time: 1768299632.232836, Power: 45.0, Energy: 1.2548592686653137e-05, DeltaCO2: 5.96058152616024e-06, TotalCO2: 0.0022124053049011696
Time: 1768299633.2398632, Power: 10.0, Energy: 2.797297636667888e-06, DeltaCO2: 1.3287163774172466e-06, TotalCO2: 0.0022137340212785867
Time: 1768299634.243147, Power: 10.0, Energy: 2.786899275249905e-06, DeltaCO2: 1.3237771557437048e-06, TotalCO2: 0.0022150577984343302
Time: 1768299635.2470288, Power: 10.0, Energy: 2.7885609202914767e-06, DeltaCO2: 1.3245664371384515e-06, TotalCO2: 0.002216382364871469
Time: 1768299636.251166, Power: 10.0, Energy: 2.789270215564304e-06, DeltaCO2: 1.3249033523930444e-06, TotalCO2: 0.0022177072682238617
Time: 1768299637.254962, Power: 10.0, Energy: 2.7883218394385443e-06, DeltaCO2: 1.3244528737333084e-06, TotalCO2: 0.002219031721097595
Time: 1768299638.257528, Power: 10.0, Energy: 2.784905831019084e-06, DeltaCO2: 1.3228302697340649e-06, TotalCO2: 0.0022203545513673293
Time: 1768299639.2616622, Power: 10.0, Energy: 2.789261606004503e-06, DeltaCO2: 1.3248992628521387e-06, TotalCO2: 0.0022216794506301814
Time: 1768299640.2645514, Power: 10.0, Energy: 2.785803212059869e-06, DeltaCO2: 1.3232565257284378e-06, TotalCO2: 0.0022230027071559097
Time: 1768299641.2676249, Power: 10.0, Energy: 2.7863151497311064e-06, DeltaCO2: 1.3234996961222754e-06, TotalCO2: 0.002224326206852032
Time: 1768299642.2718604, Power: 10.0, Energy: 2.789543072382609e-06, DeltaCO2: 1.3250329593817394e-06, TotalCO2: 0.0022256512398114137
Time: 1768299643.2756197, Power: 10.0, Energy: 2.7882205115424266e-06, DeltaCO2: 1.3244047429826525e-06, TotalCO2: 0.0022269756445543964
Time: 1768299644.2792892, Power: 10.0, Energy: 2.7879708343082002e-06, DeltaCO2: 1.3242861462963951e-06, TotalCO2: 0.0022282999307006927
Time: 1768299645.2831538, Power: 10.0, Energy: 2.788512574301826e-06, DeltaCO2: 1.3245434727933672e-06, TotalCO2: 0.002229624474173486
Time: 1768299646.2900963, Power: 10.0, Energy: 2.79706252945794e-06, DeltaCO2: 1.3286047014925216e-06, TotalCO2: 0.0022309530788749785
Time: 1768299647.2941973, Power: 10.0, Energy: 2.7891695499420166e-06, DeltaCO2: 1.3248555362224578e-06, TotalCO2: 0.002232277934411201
Time: 1768299648.2980988, Power: 10.0, Energy: 2.7886152267456057e-06, DeltaCO2: 1.3245922327041626e-06, TotalCO2: 0.0022336025266439055
Time: 1768299649.3032978, Power: 10.0, Energy: 2.792219320933024e-06, DeltaCO2: 1.3263041774431864e-06, TotalCO2: 0.0022349288308213485
Time: 1768299650.3072937, Power: 10.0, Energy: 2.788877487182617e-06, DeltaCO2: 1.3247168064117431e-06, TotalCO2: 0.00223625354762776
Time: 1768299651.3109102, Power: 10.0, Energy: 2.7878238095177545e-06, DeltaCO2: 1.3242163095209332e-06, TotalCO2: 0.002237577763937281
Time: 1768299652.3148575, Power: 10.0, Energy: 2.7887423833211265e-06, DeltaCO2: 1.324652632077535e-06, TotalCO2: 0.002238902416569359
Time: 1768299653.318477, Power: 10.0, Energy: 2.7878317568037244e-06, DeltaCO2: 1.324220084481769e-06, TotalCO2: 0.002240226636653841
Time: 1768299654.3229375, Power: 10.0, Energy: 2.7901682588789198e-06, DeltaCO2: 1.325329922967487e-06, TotalCO2: 0.0022415519665768082
Time: 1768299655.3304307, Power: 10.0, Energy: 2.798592382007175e-06, DeltaCO2: 1.3293313814534082e-06, TotalCO2: 0.0022428812979582618
Time: 1768299656.3344543, Power: 10.0, Energy: 2.7889543109469942e-06, DeltaCO2: 1.3247532976998221e-06, TotalCO2: 0.0022442060512559616
Time: 1768299657.3385174, Power: 10.0, Energy: 2.7890642484029137e-06, DeltaCO2: 1.3248055179913839e-06, TotalCO2: 0.002245530856773953
Time: 1768299658.3434944, Power: 34.99, Energy: 9.767818001243803e-06, DeltaCO2: 4.639713550590806e-06, TotalCO2: 0.002250170570324544
Time: 1768299659.3463626, Power: 10.0, Energy: 2.785744931962755e-06, DeltaCO2: 1.3232288426823084e-06, TotalCO2: 0.002251493799167226
Time: 1768299660.3510652, Power: 10.0, Energy: 2.79084046681722e-06, DeltaCO2: 1.3256492217381795e-06, TotalCO2: 0.0022528194483889645
Time: 1768299661.3567657, Power: 10.0, Energy: 2.7936127450731068e-06, DeltaCO2: 1.3269660539097256e-06, TotalCO2: 0.0022541464144428744
Time: 1768299662.3600717, Power: 10.0, Energy: 2.786960866716173e-06, DeltaCO2: 1.3238064116901821e-06, TotalCO2: 0.0022554702208545645
Time: 1768299663.363263, Power: 10.0, Energy: 2.78664231300354e-06, DeltaCO2: 1.3236550986766814e-06, TotalCO2: 0.0022567938759532414
Time: 1768299664.3676257, Power: 10.0, Energy: 2.7898967266082763e-06, DeltaCO2: 1.3252009451389312e-06, TotalCO2: 0.0022581190768983803
Time: 1768299665.3710096, Power: 10.0, Energy: 2.7871774302588573e-06, DeltaCO2: 1.3239092793729571e-06, TotalCO2: 0.002259442986177753
Time: 1768299666.3738203, Power: 10.0, Energy: 2.785585323969523e-06, DeltaCO2: 1.3231530288855234e-06, TotalCO2: 0.002260766139206639
Time: 1768299667.3765082, Power: 10.0, Energy: 2.785244252946642e-06, DeltaCO2: 1.322991020149655e-06, TotalCO2: 0.0022620891302267887
Time: 1768299668.3792777, Power: 10.0, Energy: 2.7854707505967883e-06, DeltaCO2: 1.3230986065334744e-06, TotalCO2: 0.0022634122288333223
Time: 1768299669.3807817, Power: 10.0, Energy: 2.7819554011027016e-06, DeltaCO2: 1.3214288155237831e-06, TotalCO2: 0.002264733657648846
Time: 1768299670.3851595, Power: 10.0, Energy: 2.7899384498596192e-06, DeltaCO2: 1.3252207636833191e-06, TotalCO2: 0.0022660588784125294
Time: 1768299671.3892155, Power: 39.16, Energy: 1.092189779281616e-05, DeltaCO2: 5.187901451587676e-06, TotalCO2: 0.002271246779864117
Time: 1768299672.3927681, Power: 10.0, Energy: 2.78764632013109e-06, DeltaCO2: 1.3241320020622677e-06, TotalCO2: 0.002272570911866179
Time: 1768299673.396988, Power: 10.0, Energy: 2.7894993623097737e-06, DeltaCO2: 1.3250121970971425e-06, TotalCO2: 0.002273895924063276
Time: 1768299674.4007664, Power: 10.0, Energy: 2.7882734934488935e-06, DeltaCO2: 1.3244299093882244e-06, TotalCO2: 0.0022752203539726642
Time: 1768299675.4044936, Power: 10.0, Energy: 2.788131104575263e-06, DeltaCO2: 1.3243622746732499e-06, TotalCO2: 0.0022765447162473376
Time: 1768299676.40785, Power: 10.0, Energy: 2.7871012687683105e-06, DeltaCO2: 1.3238731026649473e-06, TotalCO2: 0.0022778685893500026
Time: 1768299677.4138224, Power: 10.0, Energy: 2.7943677372402614e-06, DeltaCO2: 1.327324675189124e-06, TotalCO2: 0.002279195914025192
Time: 1768299678.4223192, Power: 10.0, Energy: 2.801379892561171e-06, DeltaCO2: 1.3306554489665563e-06, TotalCO2: 0.0022805265694741585
Time: 1768299679.4252293, Power: 10.0, Energy: 2.7858614921569823e-06, DeltaCO2: 1.3232842087745665e-06, TotalCO2: 0.0022818498536829332
Time: 1768299680.4285266, Power: 10.0, Energy: 2.786937024858263e-06, DeltaCO2: 1.3237950868076748e-06, TotalCO2: 0.002283173648769741
Time: 1768299681.4314198, Power: 10.0, Energy: 2.785814470714993e-06, DeltaCO2: 1.3232618735896217e-06, TotalCO2: 0.0022844969106433307
Time: 1768299682.4348292, Power: 10.0, Energy: 2.7872482935587566e-06, DeltaCO2: 1.3239429394404094e-06, TotalCO2: 0.002285820853582771
Time: 1768299683.4372528, Power: 27.5, Energy: 7.657401925987668e-06, DeltaCO2: 3.637265914844142e-06, TotalCO2: 0.0022894581194976152
Time: 1768299684.4414797, Power: 10.0, Energy: 2.789519230524699e-06, DeltaCO2: 1.325021634499232e-06, TotalCO2: 0.0022907831411321145
Time: 1768299685.4474723, Power: 10.0, Energy: 2.794424030515883e-06, DeltaCO2: 1.3273514144950443e-06, TotalCO2: 0.0022921104925466094
Time: 1768299686.453314, Power: 10.0, Energy: 2.7940048111809623e-06, DeltaCO2: 1.327152285310957e-06, TotalCO2: 0.0022934376448319202
Time: 1768299687.4675007, Power: 37.23, Energy: 1.0488379969199498e-05, DeltaCO2: 4.981980485369761e-06, TotalCO2: 0.00229841962531729
Time: 1768299688.4722009, Power: 10.0, Energy: 2.7908338440789117e-06, DeltaCO2: 1.325646075937483e-06, TotalCO2: 0.0022997452713932275
Time: 1768299689.4785235, Power: 10.0, Energy: 2.795340617497762e-06, DeltaCO2: 1.327786793311437e-06, TotalCO2: 0.0023010730581865388
Time: 1768299690.486201, Power: 10.0, Energy: 2.7991043196784125e-06, DeltaCO2: 1.3295745518472458e-06, TotalCO2: 0.002302402632738386
Time: 1768299691.4906895, Power: 10.0, Energy: 2.790245744917128e-06, DeltaCO2: 1.3253667288356355e-06, TotalCO2: 0.0023037279994672214
Time: 1768299692.4954739, Power: 10.0, Energy: 2.791067626741198e-06, DeltaCO2: 1.325757122702069e-06, TotalCO2: 0.0023050537565899236
Time: 1768299693.5026865, Power: 10.0, Energy: 2.7978128857082794e-06, DeltaCO2: 1.3289611207114326e-06, TotalCO2: 0.002306382717710635
Time: 1768299694.5070498, Power: 10.0, Energy: 2.7898980511559383e-06, DeltaCO2: 1.3252015742990706e-06, TotalCO2: 0.0023077079192849338
Time: 1768299695.5132043, Power: 45.0, Energy: 1.2576931715011598e-05, DeltaCO2: 5.974042564630509e-06, TotalCO2: 0.002313681961849564
Time: 1768299696.518674, Power: 10.0, Energy: 2.792971001731025e-06, DeltaCO2: 1.3266612258222367e-06, TotalCO2: 0.0023150086230753863
Time: 1768299697.521064, Power: 10.0, Energy: 2.784417072931925e-06, DeltaCO2: 1.3225981096426645e-06, TotalCO2: 0.002316331221185029
Time: 1768299698.5235543, Power: 10.0, Energy: 2.7846952279408774e-06, DeltaCO2: 1.3227302332719168e-06, TotalCO2: 0.002317653951418301
Time: 1768299699.5260377, Power: 10.0, Energy: 2.7846760219997834e-06, DeltaCO2: 1.322721110449897e-06, TotalCO2: 0.002318976672528751
Time: 1768299700.529995, Power: 45.0, Energy: 1.2549465894699096e-05, DeltaCO2: 5.960996299982071e-06, TotalCO2: 0.002324937668828733
Time: 1768299701.5405838, Power: 10.0, Energy: 2.8071913454267715e-06, DeltaCO2: 1.3334158890777163e-06, TotalCO2: 0.0023262710847178104
Time: 1768299702.544488, Power: 10.0, Energy: 2.7886225117577446e-06, DeltaCO2: 1.3245956930849285e-06, TotalCO2: 0.002327595680410895
Time: 1768299703.5475636, Power: 10.0, Energy: 2.7863211101955838e-06, DeltaCO2: 1.3235025273429023e-06, TotalCO2: 0.002328919182938238
Time: 1768299704.5513277, Power: 10.0, Energy: 2.788233757019043e-06, DeltaCO2: 1.3244110345840455e-06, TotalCO2: 0.002330243593972822
Time: 1768299705.5584333, Power: 10.0, Energy: 2.797515524758233e-06, DeltaCO2: 1.3288198742601606e-06, TotalCO2: 0.002331572413847082
Time: 1768299706.5633929, Power: 10.0, Energy: 2.791554398006863e-06, DeltaCO2: 1.32598833905326e-06, TotalCO2: 0.0023328984021861354
Time: 1768299707.5676615, Power: 10.0, Energy: 2.789635128445096e-06, DeltaCO2: 1.3250766860114205e-06, TotalCO2: 0.0023342234788721467
Time: 1768299708.5715518, Power: 10.0, Energy: 2.7885840998755562e-06, DeltaCO2: 1.3245774474408891e-06, TotalCO2: 0.0023355480563195877
Time: 1768299709.57548, Power: 10.0, Energy: 2.788689401414659e-06, DeltaCO2: 1.324627465671963e-06, TotalCO2: 0.0023368726837852596
Time: 1768299710.580186, Power: 10.0, Energy: 2.790849738650852e-06, DeltaCO2: 1.3256536258591545e-06, TotalCO2: 0.0023381983374111187
Time: 1768299711.58417, Power: 10.0, Energy: 2.7888450357649058e-06, DeltaCO2: 1.3247013919883302e-06, TotalCO2: 0.002339523038803107
Time: 1768299712.5880606, Power: 10.0, Energy: 2.788584762149387e-06, DeltaCO2: 1.3245777620209588e-06, TotalCO2: 0.002340847616565128
Time: 1768299713.5915687, Power: 10.0, Energy: 2.7875224749247232e-06, DeltaCO2: 1.3240731755892435e-06, TotalCO2: 0.0023421716897407173
Time: 1768299714.5959654, Power: 10.0, Energy: 2.789990769492255e-06, DeltaCO2: 1.3252456155088212e-06, TotalCO2: 0.002343496935356226
Time: 1768299715.5994911, Power: 10.0, Energy: 2.7875714831882054e-06, DeltaCO2: 1.3240964545143976e-06, TotalCO2: 0.0023448210318107406
Time: 1768299716.6028965, Power: 10.0, Energy: 2.787237034903632e-06, DeltaCO2: 1.3239375915792253e-06, TotalCO2: 0.00234614496940232
Time: 1768299717.6098785, Power: 10.0, Energy: 2.797172466913859e-06, DeltaCO2: 1.328656921784083e-06, TotalCO2: 0.002347473626324104
Time: 1768299718.6143475, Power: 10.0, Energy: 2.7901914384629993e-06, DeltaCO2: 1.3253409332699246e-06, TotalCO2: 0.0023487989672573736
Time: 1768299719.618278, Power: 10.0, Energy: 2.7886960241529674e-06, DeltaCO2: 1.3246306114726594e-06, TotalCO2: 0.0023501235978688464
Time: 1768299720.6230218, Power: 10.0, Energy: 2.790955040189955e-06, DeltaCO2: 1.3257036440902287e-06, TotalCO2: 0.002351449301512937
Time: 1768299721.6279473, Power: 10.0, Energy: 2.7914596928490533e-06, DeltaCO2: 1.3259433541033003e-06, TotalCO2: 0.00235277524486704
Time: 1768299722.639376, Power: 45.0, Energy: 1.2642857432365416e-05, DeltaCO2: 6.005357280373572e-06, TotalCO2: 0.0023587806021474135
Time: 1768299723.644192, Power: 10.0, Energy: 2.791155709160699e-06, DeltaCO2: 1.3257989618513319e-06, TotalCO2: 0.002360106401109265
Time: 1768299724.648237, Power: 10.0, Energy: 2.78901391559177e-06, DeltaCO2: 1.3247816099060907e-06, TotalCO2: 0.002361431182719171
Time: 1768299725.6526833, Power: 10.0, Energy: 2.7901285224490694e-06, DeltaCO2: 1.3253110481633078e-06, TotalCO2: 0.0023627564937673345
Time: 1768299726.6583025, Power: 10.0, Energy: 2.793386909696791e-06, DeltaCO2: 1.3268587821059756e-06, TotalCO2: 0.0023640833525494405
Time: 1768299727.6623003, Power: 10.0, Energy: 2.788882785373264e-06, DeltaCO2: 1.3247193230523004e-06, TotalCO2: 0.0023654080718724926
Time: 1768299728.6660602, Power: 10.0, Energy: 2.7882218360900877e-06, DeltaCO2: 1.3244053721427915e-06, TotalCO2: 0.0023667324772446356
Time: 1768299729.6704566, Power: 45.0, Energy: 1.255495548248291e-05, DeltaCO2: 5.963603854179382e-06, TotalCO2: 0.002372696081098815
Time: 1768299730.6749125, Power: 10.0, Energy: 2.790155013402303e-06, DeltaCO2: 1.3253236313660939e-06, TotalCO2: 0.002374021404730181
Time: 1768299731.6791656, Power: 10.0, Energy: 2.7895920806460913e-06, DeltaCO2: 1.3250562383068933e-06, TotalCO2: 0.0023753464609684877
Time: 1768299732.69456, Power: 10.0, Energy: 2.820540136761135e-06, DeltaCO2: 1.3397565649615392e-06, TotalCO2: 0.0023766862175334494
Time: 1768299733.7136958, Power: 10.0, Energy: 2.83093253771464e-06, DeltaCO2: 1.344692955414454e-06, TotalCO2: 0.0023780309104888637
Time: 1768299734.7199018, Power: 10.0, Energy: 2.7950167655944825e-06, DeltaCO2: 1.3276329636573791e-06, TotalCO2: 0.002379358543452521
Time: 1768299735.729202, Power: 10.0, Energy: 2.803611755371094e-06, DeltaCO2: 1.3317155838012696e-06, TotalCO2: 0.0023806902590363223
Time: 1768299736.7364542, Power: 10.0, Energy: 2.797922823164198e-06, DeltaCO2: 1.329013341002994e-06, TotalCO2: 0.002382019272377325
Time: 1768299737.7415788, Power: 10.0, Energy: 2.792012691497803e-06, DeltaCO2: 1.3262060284614563e-06, TotalCO2: 0.0023833454784057866
Time: 1768299738.7459993, Power: 10.0, Energy: 2.790056996875339e-06, DeltaCO2: 1.325277073515786e-06, TotalCO2: 0.0023846707554793026
Time: 1768299739.7504926, Power: 10.0, Energy: 2.7902589903937444e-06, DeltaCO2: 1.3253730204370286e-06, TotalCO2: 0.0023859961284997395
Time: 1768299740.754972, Power: 10.0, Energy: 2.790220578511556e-06, DeltaCO2: 1.3253547747929892e-06, TotalCO2: 0.0023873214832745323
Time: 1768299741.7605557, Power: 10.0, Energy: 2.793288230895996e-06, DeltaCO2: 1.326811909675598e-06, TotalCO2: 0.002388648295184208
Time: 1768299742.7637506, Power: 10.0, Energy: 2.7866522471110024e-06, DeltaCO2: 1.323659817377726e-06, TotalCO2: 0.002389971955001586
Time: 1768299743.767864, Power: 10.0, Energy: 2.78920398818122e-06, DeltaCO2: 1.3248718943860794e-06, TotalCO2: 0.002391296826895972
Time: 1768299744.7801473, Power: 45.0, Energy: 1.2653541564941406e-05, DeltaCO2: 6.010432243347168e-06, TotalCO2: 0.0023973072591393194
Time: 1768299745.8078527, Power: 10.0, Energy: 2.85473730829027e-06, DeltaCO2: 1.3560002214378782e-06, TotalCO2: 0.0023986632593607574
Time: 1768299746.812743, Power: 10.0, Energy: 2.7913616763220893e-06, DeltaCO2: 1.3258967962529923e-06, TotalCO2: 0.0023999891561570104
Time: 1768299747.8163252, Power: 10.0, Energy: 2.7877284420861137e-06, DeltaCO2: 1.324171009990904e-06, TotalCO2: 0.0024013133271670014
Time: 1768299748.820597, Power: 10.0, Energy: 2.7896437380048963e-06, DeltaCO2: 1.3250807755523257e-06, TotalCO2: 0.0024026384079425538
Time: 1768299749.8257248, Power: 10.0, Energy: 2.792021963331435e-06, DeltaCO2: 1.3262104325824315e-06, TotalCO2: 0.002403964618375136
Time: 1768299750.8302133, Power: 10.0, Energy: 2.790245744917128e-06, DeltaCO2: 1.3253667288356355e-06, TotalCO2: 0.0024052899851039716
Time: 1768299751.8366563, Power: 10.0, Energy: 2.795675065782335e-06, DeltaCO2: 1.327945656246609e-06, TotalCO2: 0.0024066179307602182
Time: 1768299752.8414767, Power: 45.0, Energy: 1.2560254335403443e-05, DeltaCO2: 5.966120809316635e-06, TotalCO2: 0.002412584051569535
Time: 1768299753.8498724, Power: 10.0, Energy: 2.8010990884568957e-06, DeltaCO2: 1.3305220670170255e-06, TotalCO2: 0.002413914573636552
Time: 1768299754.8547604, Power: 10.0, Energy: 2.7913557158576116e-06, DeltaCO2: 1.3258939650323655e-06, TotalCO2: 0.0024152404676015845
Time: 1768299755.8597915, Power: 10.0, Energy: 2.7917530801561143e-06, DeltaCO2: 1.3260827130741543e-06, TotalCO2: 0.0024165665503146586
Time: 1768299756.8655252, Power: 10.0, Energy: 2.793704801135593e-06, DeltaCO2: 1.3270097805394065e-06, TotalCO2: 0.002417893560095198
Time: 1768299757.8704536, Power: 10.0, Energy: 2.7914676401350236e-06, DeltaCO2: 1.3259471290641361e-06, TotalCO2: 0.0024192195072242624
Time: 1768299758.8739014, Power: 10.0, Energy: 2.787354919645521e-06, DeltaCO2: 1.3239935868316224e-06, TotalCO2: 0.002420543500811094
Time: 1768299759.8771222, Power: 10.0, Energy: 2.786724434958564e-06, DeltaCO2: 1.3236941066053178e-06, TotalCO2: 0.002421867194917699
Time: 1768299760.8801577, Power: 10.0, Energy: 2.786209848192003e-06, DeltaCO2: 1.3234496778912015e-06, TotalCO2: 0.0024231906445955904
Time: 1768299761.8835068, Power: 10.0, Energy: 2.787080738279555e-06, DeltaCO2: 1.3238633506827886e-06, TotalCO2: 0.002424514507946273
Time: 1768299762.8874907, Power: 10.0, Energy: 2.788844373491075e-06, DeltaCO2: 1.3247010774082608e-06, TotalCO2: 0.0024258392090236816
Time: 1768299763.8909888, Power: 10.0, Energy: 2.7874946594238284e-06, DeltaCO2: 1.3240599632263184e-06, TotalCO2: 0.002427163268986908
Time: 1768299764.897831, Power: 10.0, Energy: 2.7967837121751574e-06, DeltaCO2: 1.3284722632831997e-06, TotalCO2: 0.002428491741250191
Time: 1768299765.9042432, Power: 10.0, Energy: 2.7955896324581568e-06, DeltaCO2: 1.3279050754176244e-06, TotalCO2: 0.0024298196463256086
Time: 1768299766.908493, Power: 45.0, Energy: 1.2553122639656067e-05, DeltaCO2: 5.962733253836631e-06, TotalCO2: 0.002435782379579445
Time: 1768299767.9308538, Power: 10.0, Energy: 2.8398911158243818e-06, DeltaCO2: 1.3489482800165812e-06, TotalCO2: 0.0024371313278594617
Time: 1768299768.9371774, Power: 45.0, Energy: 1.2579044699668884e-05, DeltaCO2: 5.975046232342719e-06, TotalCO2: 0.0024431063740918044
Time: 1768299769.9416254, Power: 10.0, Energy: 2.7901331583658856e-06, DeltaCO2: 1.3253132502237957e-06, TotalCO2: 0.0024444316873420283
Time: 1768299770.94616, Power: 10.0, Energy: 2.79037422604031e-06, DeltaCO2: 1.3254277573691474e-06, TotalCO2: 0.0024457571150993973
Time: 1768299771.9531481, Power: 10.0, Energy: 2.79718902375963e-06, DeltaCO2: 1.328664786285824e-06, TotalCO2: 0.0024470857798856833
Time: 1768299772.957229, Power: 10.0, Energy: 2.7891132566663955e-06, DeltaCO2: 1.3248287969165378e-06, TotalCO2: 0.0024484106086826
Time: 1768299773.9618573, Power: 10.0, Energy: 2.7906344996558296e-06, DeltaCO2: 1.325551387336519e-06, TotalCO2: 0.002449736160069936
Time: 1768299774.9752972, Power: 10.0, Energy: 2.8151108158959287e-06, DeltaCO2: 1.337177637550566e-06, TotalCO2: 0.0024510733377074868
Time: 1768299775.9800339, Power: 10.0, Energy: 2.79093517197503e-06, DeltaCO2: 1.3256942066881391e-06, TotalCO2: 0.002452399031914175
